policy_id,policy_label,target_id,target_label,repeat_index,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,seed,image_path,selected,carried_forward,baseline_prompt,selection_score,clip_score,dinov2_score
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_36c63b5b6484,1,cand_7777cfbf51bf,2,lateral_plus,2530580020,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_7777cfbf51bf.png,False,False,False,0.76387,0.76387,0.347925
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_36c63b5b6484,1,cand_831357360906,3,lateral_minus,3170589695,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_831357360906.png,False,False,False,0.752061,0.752061,0.365918
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_36c63b5b6484,1,cand_7e54922ef890,4,counter_probe,3735432399,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_7e54922ef890.png,False,False,False,0.78955,0.78955,0.405121
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_ea46dbdbdd1f,2,cand_f4a785423d87,0,incumbent,2356058423,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_cf2206a1d14c.png,False,True,False,0.806691,0.806691,0.356123
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_ea46dbdbdd1f,2,cand_5b8953810648,1,forward_escape,2182682398,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_5b8953810648.png,True,False,False,0.818514,0.818514,0.290097
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_ea46dbdbdd1f,2,cand_c33282577a61,2,lateral_plus,4044292503,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_c33282577a61.png,False,False,False,0.777952,0.777952,0.311885
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_ea46dbdbdd1f,2,cand_1bc120dbc5fe,3,lateral_minus,4023571496,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_1bc120dbc5fe.png,False,False,False,0.799929,0.799929,0.220271
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_ea46dbdbdd1f,2,cand_5b3f54d5aea0,4,counter_probe,616020509,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_5b3f54d5aea0.png,False,False,False,0.807125,0.807125,0.352883
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_2f6b434229e0,3,cand_f3635c4bc8e5,0,incumbent,2182682398,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_5b8953810648.png,False,True,False,0.818514,0.818514,0.290097
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_2f6b434229e0,3,cand_a78088416909,1,forward_escape,3235210726,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_a78088416909.png,False,False,False,0.812606,0.812606,0.337345
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_2f6b434229e0,3,cand_27c455a0a0ac,2,lateral_plus,1218252708,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_27c455a0a0ac.png,True,False,False,0.840966,0.840966,0.403265
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_2f6b434229e0,3,cand_de8e215656fe,3,lateral_minus,2068163328,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_de8e215656fe.png,False,False,False,0.828887,0.828887,0.35652
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_2f6b434229e0,3,cand_320ef5ec166c,4,counter_probe,789405524,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_320ef5ec166c.png,False,False,False,0.768593,0.768593,0.293066
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_65faf2f31a50,4,cand_dd7a3ac44d69,0,incumbent,1218252708,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_27c455a0a0ac.png,True,True,False,0.840966,0.840966,0.403265
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_65faf2f31a50,4,cand_36db92684a4f,1,forward_escape,3795329668,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_36db92684a4f.png,False,False,False,0.830549,0.830549,0.357337
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_65faf2f31a50,4,cand_794604be2752,2,lateral_plus,2418293084,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_794604be2752.png,False,False,False,0.809317,0.809317,0.338988
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_65faf2f31a50,4,cand_17b15d9c771b,3,lateral_minus,2033385437,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_17b15d9c771b.png,False,False,False,0.815859,0.815859,0.383906
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_65faf2f31a50,4,cand_dd865a0356c3,4,counter_probe,633381518,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_dd865a0356c3.png,False,False,False,0.826854,0.826854,0.367023
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_089747fd7f3d,5,cand_4281e8262ec4,0,incumbent,1218252708,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_27c455a0a0ac.png,True,True,False,0.840966,0.840966,0.403265
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_089747fd7f3d,5,cand_47a18f0fa601,1,forward_escape,2890652790,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_47a18f0fa601.png,False,False,False,0.803786,0.803786,0.319047
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_089747fd7f3d,5,cand_809903a924bb,2,lateral_plus,1976208767,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_809903a924bb.png,False,False,False,0.832218,0.832218,0.353156
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_089747fd7f3d,5,cand_ddcae0415efc,3,lateral_minus,1427877393,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_ddcae0415efc.png,False,False,False,0.815453,0.815453,0.42741
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_089747fd7f3d,5,cand_09255b991b74,4,counter_probe,3145510441,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_09255b991b74.png,False,False,False,0.80367,0.80367,0.444834
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_b1c68538532a,6,cand_c4d899af3641,0,incumbent,1218252708,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_27c455a0a0ac.png,False,True,False,0.840966,0.840966,0.403265
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_b1c68538532a,6,cand_ccc1581afdd0,1,forward_escape,1896947266,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_ccc1581afdd0.png,False,False,False,0.825416,0.825416,0.486485
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_b1c68538532a,6,cand_70c81057a5d7,2,lateral_plus,1137461418,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_70c81057a5d7.png,True,False,False,0.847246,0.847246,0.443102
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_b1c68538532a,6,cand_0af29c3a39bb,3,lateral_minus,1822227770,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_0af29c3a39bb.png,False,False,False,0.754732,0.754732,0.237329
carry_forward_baseline,carry-forward baseline,mountain_lake,Mountain lake landscape,0,ses_2bc4abb945a5,rnd_b1c68538532a,6,cand_f9a200179d4b,4,counter_probe,1665567570,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\mountain_lake\repeat_1\runtime\artifacts\cand_f9a200179d4b.png,False,False,False,0.757939,0.757939,0.22781
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_fcc987848f8d,1,cand_9656d2176eb8,0,baseline_prompt,4111384722,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_9656d2176eb8.png,False,False,True,0.829899,0.829899,0.597085
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_fcc987848f8d,1,cand_01dd72ac228f,1,forward_escape,820728661,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_01dd72ac228f.png,False,False,False,0.785887,0.785887,0.590635
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_fcc987848f8d,1,cand_fa79b0d197b6,2,lateral_plus,213622273,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_fa79b0d197b6.png,False,False,False,0.852431,0.852431,0.694559
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_fcc987848f8d,1,cand_4559f31e5d50,3,lateral_minus,864675507,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_4559f31e5d50.png,True,False,False,0.879603,0.879603,0.729358
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_fcc987848f8d,1,cand_3831d37b276e,4,counter_probe,515026516,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_3831d37b276e.png,False,False,False,0.80791,0.80791,0.582284
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_605e02707bbb,2,cand_d43fdae8e174,0,incumbent,864675507,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_4559f31e5d50.png,False,True,False,0.879603,0.879603,0.729358
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_605e02707bbb,2,cand_879f82ee8d8a,1,forward_escape,3630224417,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_879f82ee8d8a.png,False,False,False,0.87659,0.87659,0.746612
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_605e02707bbb,2,cand_ce0910ee330d,2,lateral_plus,1839032639,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_ce0910ee330d.png,True,False,False,0.880099,0.880099,0.702975
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_605e02707bbb,2,cand_5a3453780aba,3,lateral_minus,3515472189,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_5a3453780aba.png,False,False,False,0.82735,0.82735,0.648019
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_605e02707bbb,2,cand_680c368b05c9,4,counter_probe,276141825,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_680c368b05c9.png,False,False,False,0.863903,0.863903,0.699645
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_645cbfedd15c,3,cand_6b3fb941b050,0,incumbent,1839032639,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_ce0910ee330d.png,False,True,False,0.880099,0.880099,0.702975
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_645cbfedd15c,3,cand_9ad2b227d797,1,forward_escape,3598942024,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_9ad2b227d797.png,False,False,False,0.788529,0.788529,0.417125
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_645cbfedd15c,3,cand_6603fee9e7ed,2,lateral_plus,2788230493,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_6603fee9e7ed.png,False,False,False,0.88557,0.88557,0.691448
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_645cbfedd15c,3,cand_82bd04f6503c,3,lateral_minus,1619264731,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_82bd04f6503c.png,True,False,False,0.920003,0.920003,0.745642
carry_forward_baseline,carry-forward baseline,red_bicycle,Red bicycle street photo,0,ses_2222e671ca0c,rnd_645cbfedd15c,3,cand_6ce26ddbb035,4,counter_probe,4109035985,paper\results\oracle_incumbent_policy_compact\runs\carry_forward_baseline\red_bicycle\repeat_1\runtime\artifacts\cand_6ce26ddbb035.png,False,False,False,0.854477,0.854477,0.589731
