slice_id,policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,clip_score,dinov2_score,incumbent_novelty,carried_forward,image_path
sampler_slice,diversity_shell,Diversity shell,clip_only,mountain_lake,Mountain lake landscape,ses_dbeda88f8050,rnd_fab1727de467,4,cand_3ea218e66c3a,3,shell_probe,0.752801,0.333775,0.104143,False,paper\results\method_extension_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_3ea218e66c3a.png
sampler_slice,diversity_shell,Diversity shell,clip_only,mountain_lake,Mountain lake landscape,ses_dbeda88f8050,rnd_504a6cf907ca,5,cand_1370ab220900,0,incumbent,0.82779,0.509072,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_d475b308b1d1.png
sampler_slice,diversity_shell,Diversity shell,clip_only,mountain_lake,Mountain lake landscape,ses_dbeda88f8050,rnd_504a6cf907ca,5,cand_e250c750a287,1,shell_probe,0.813224,0.445319,0.040082,False,paper\results\method_extension_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e250c750a287.png
sampler_slice,diversity_shell,Diversity shell,clip_only,mountain_lake,Mountain lake landscape,ses_dbeda88f8050,rnd_504a6cf907ca,5,cand_abaaa65ddeb1,2,shell_counterprobe,0.81357,0.492445,0.05839,False,paper\results\method_extension_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_abaaa65ddeb1.png
sampler_slice,diversity_shell,Diversity shell,clip_only,mountain_lake,Mountain lake landscape,ses_dbeda88f8050,rnd_504a6cf907ca,5,cand_413888027d23,3,shell_probe,0.838795,0.623731,0.060211,False,paper\results\method_extension_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_413888027d23.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_086319159f67,1,cand_5ad7e3cf8ea6,0,baseline_prompt,0.799678,0.454325,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_5ad7e3cf8ea6.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_086319159f67,1,cand_b4b7eee6dab4,1,forward_probe,0.808143,0.333044,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_b4b7eee6dab4.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_086319159f67,1,cand_a7f43d30ba92,2,far_forward,0.84302,0.697038,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_a7f43d30ba92.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_086319159f67,1,cand_5e838198b05e,3,backtrack,0.787978,0.463087,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_5e838198b05e.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_a8830877fc70,2,cand_342f4fa16c39,0,incumbent,0.84302,0.697038,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_a7f43d30ba92.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_a8830877fc70,2,cand_f3caa4951957,1,forward_probe,0.829314,0.554928,0.064774,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_f3caa4951957.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_a8830877fc70,2,cand_a7c55d744ac4,2,far_forward,0.832867,0.487886,0.055495,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_a7c55d744ac4.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_a8830877fc70,2,cand_c9425fb460f9,3,backtrack,0.857469,0.617627,0.054482,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_c9425fb460f9.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_838fb12ba5c2,3,cand_6a17c445e5e2,0,incumbent,0.857469,0.617627,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_c9425fb460f9.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_838fb12ba5c2,3,cand_969058d2045f,1,forward_probe,0.850954,0.586848,0.041506,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_969058d2045f.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_838fb12ba5c2,3,cand_077ac78af7e7,2,far_forward,0.827438,0.492672,0.04792,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_077ac78af7e7.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_838fb12ba5c2,3,cand_863aee885168,3,backtrack,0.806288,0.555627,0.04052,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_863aee885168.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_f642c95543c6,4,cand_4e0e468a3949,0,incumbent,0.857469,0.617627,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_c9425fb460f9.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_f642c95543c6,4,cand_e2ef5577e129,1,forward_probe,0.823986,0.442837,0.0528,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_e2ef5577e129.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_f642c95543c6,4,cand_09a742416eaf,2,far_forward,0.825906,0.42937,0.07054,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_09a742416eaf.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_f642c95543c6,4,cand_02122622d0aa,3,backtrack,0.83565,0.609244,0.072987,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_02122622d0aa.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_1fca670218fa,5,cand_a52cc3c6a846,0,incumbent,0.857469,0.617627,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_c9425fb460f9.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_1fca670218fa,5,cand_d3a957f2d636,1,forward_probe,0.817836,0.545945,0.053163,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d3a957f2d636.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_1fca670218fa,5,cand_30fe5935881d,2,far_forward,0.845903,0.59865,0.054552,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_30fe5935881d.png
sampler_slice,line_search,Line search,clip_only,mountain_lake,Mountain lake landscape,ses_f8fb5909e369,rnd_1fca670218fa,5,cand_9299fcaebcf5,3,backtrack,0.83061,0.584527,0.043862,False,paper\results\method_extension_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_9299fcaebcf5.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d01066e8c056,1,cand_6b44a6a32551,0,baseline_prompt,0.797457,0.439861,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_6b44a6a32551.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d01066e8c056,1,cand_6bebbd6b8dab,1,annealed_probe,0.764345,0.394349,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_6bebbd6b8dab.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d01066e8c056,1,cand_2940f534b99a,2,annealed_counterprobe,0.822097,0.493701,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_2940f534b99a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d01066e8c056,1,cand_400228903cce,3,annealed_probe,0.732962,0.212125,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_400228903cce.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_cd0bcbc0d530,2,cand_fe52d63d923a,0,incumbent,0.822097,0.493701,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_2940f534b99a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_cd0bcbc0d530,2,cand_0ad0041a1c8a,1,annealed_probe,0.846736,0.506691,0.058312,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_0ad0041a1c8a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_cd0bcbc0d530,2,cand_525c6cfe88f1,2,annealed_counterprobe,0.828855,0.440324,0.042118,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_525c6cfe88f1.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_cd0bcbc0d530,2,cand_71e0e412ac05,3,annealed_probe,0.810042,0.464736,0.074474,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_71e0e412ac05.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d0daae3d2988,3,cand_a098faca2c5e,0,incumbent,0.846736,0.506691,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_0ad0041a1c8a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d0daae3d2988,3,cand_536f7ded9fdf,1,annealed_probe,0.828969,0.531564,0.052527,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_536f7ded9fdf.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d0daae3d2988,3,cand_5a1be1bef3a8,2,annealed_counterprobe,0.783225,0.340306,0.071849,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_5a1be1bef3a8.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_d0daae3d2988,3,cand_76dafcf9790e,3,annealed_probe,0.779623,0.315952,0.077038,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_76dafcf9790e.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_a0f81977fed1,4,cand_25467c67bd13,0,incumbent,0.846736,0.506691,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_0ad0041a1c8a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_a0f81977fed1,4,cand_b2e75fa84706,1,annealed_probe,0.814407,0.397456,0.048326,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_b2e75fa84706.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_a0f81977fed1,4,cand_38a078d09de2,2,annealed_counterprobe,0.789601,0.361268,0.056916,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_38a078d09de2.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_a0f81977fed1,4,cand_dc8889694539,3,annealed_probe,0.76683,0.345146,0.122999,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_dc8889694539.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_64e52462e255,5,cand_32c41eabb707,0,incumbent,0.846736,0.506691,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_0ad0041a1c8a.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_64e52462e255,5,cand_d49408bf358c,1,annealed_probe,0.824167,0.363368,0.062585,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_d49408bf358c.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_64e52462e255,5,cand_b2e3e4b5e5e1,2,annealed_counterprobe,0.83186,0.612606,0.055021,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_b2e3e4b5e5e1.png
sampler_slice,annealed_shell,Annealed shell,clip_only,mountain_lake,Mountain lake landscape,ses_3a311a559fc4,rnd_64e52462e255,5,cand_6f2e7ee65935,3,annealed_probe,0.802739,0.404906,0.07481,False,paper\results\method_extension_comparison\runs\sampler_slice\annealed_shell\mountain_lake\runtime\artifacts\cand_6f2e7ee65935.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_daa99b539434,1,cand_6a1d85c607fc,0,baseline_prompt,0.840288,0.628911,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6a1d85c607fc.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_daa99b539434,1,cand_52dea7f26ab7,1,cover_probe,0.787734,0.457527,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_52dea7f26ab7.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_daa99b539434,1,cand_d303b7529887,2,cover_probe,0.827678,0.518817,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_d303b7529887.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_daa99b539434,1,cand_9c7436f60b16,3,cover_probe,0.805652,0.426535,1.0,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_9c7436f60b16.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_10997b1c69ec,2,cand_b44389851fa7,0,incumbent,0.840288,0.628911,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6a1d85c607fc.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_10997b1c69ec,2,cand_bd402ee03f62,1,cover_probe,0.754064,0.363392,0.131221,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_bd402ee03f62.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_10997b1c69ec,2,cand_19086b3c3cc6,2,cover_probe,0.83365,0.507163,0.070021,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_19086b3c3cc6.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_10997b1c69ec,2,cand_bfd5677ddab9,3,cover_probe,0.788591,0.489079,0.164701,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_bfd5677ddab9.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_7c6da0d73cf5,3,cand_d4c4b172e782,0,incumbent,0.840288,0.628911,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6a1d85c607fc.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_7c6da0d73cf5,3,cand_8b0b717c4d30,1,cover_probe,0.824218,0.30331,0.091592,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_8b0b717c4d30.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_7c6da0d73cf5,3,cand_22b722512794,2,cover_probe,0.80905,0.386432,0.079705,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_22b722512794.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_7c6da0d73cf5,3,cand_6b84f0634ec4,3,cover_probe,0.815252,0.314676,0.076648,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6b84f0634ec4.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_460d04128372,4,cand_24d3f68fc52a,0,incumbent,0.840288,0.628911,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6a1d85c607fc.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_460d04128372,4,cand_037ab6b17028,1,cover_probe,0.808222,0.485928,0.057145,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_037ab6b17028.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_460d04128372,4,cand_93880ff0f70d,2,cover_probe,0.787701,0.498318,0.051503,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_93880ff0f70d.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_460d04128372,4,cand_deb8eb498975,3,cover_probe,0.829227,0.581942,0.073727,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_deb8eb498975.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_90991ebb67fa,5,cand_e104ed48be31,0,incumbent,0.840288,0.628911,0.0,True,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_6a1d85c607fc.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_90991ebb67fa,5,cand_3b0d8cc904b9,1,cover_probe,0.825273,0.45312,0.075,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_3b0d8cc904b9.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_90991ebb67fa,5,cand_468d12f134b6,2,cover_probe,0.767443,0.314647,0.115719,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_468d12f134b6.png
sampler_slice,spherical_cover,Spherical cover,clip_only,mountain_lake,Mountain lake landscape,ses_fb234ebd8d45,rnd_90991ebb67fa,5,cand_c21c3aa7c513,3,cover_probe,0.764746,0.298582,0.093083,False,paper\results\method_extension_comparison\runs\sampler_slice\spherical_cover\mountain_lake\runtime\artifacts\cand_c21c3aa7c513.png
preference_slice,softmax_scalar,Softmax preference,clip_only,mountain_lake,Mountain lake landscape,ses_ab0c1a670147,rnd_2fe1cff72675,1,cand_fd0b85e3a2c6,0,baseline_prompt,0.813469,0.52045,1.0,False,paper\results\method_extension_comparison\runs\preference_slice\softmax_scalar\mountain_lake\runtime\artifacts\cand_fd0b85e3a2c6.png
preference_slice,softmax_scalar,Softmax preference,clip_only,mountain_lake,Mountain lake landscape,ses_ab0c1a670147,rnd_2fe1cff72675,1,cand_ee43254025e7,1,shell_probe,0.777489,0.399414,1.0,False,paper\results\method_extension_comparison\runs\preference_slice\softmax_scalar\mountain_lake\runtime\artifacts\cand_ee43254025e7.png
preference_slice,softmax_scalar,Softmax preference,clip_only,mountain_lake,Mountain lake landscape,ses_ab0c1a670147,rnd_2fe1cff72675,1,cand_8cf696de9cb8,2,shell_counterprobe,0.827389,0.451869,1.0,False,paper\results\method_extension_comparison\runs\preference_slice\softmax_scalar\mountain_lake\runtime\artifacts\cand_8cf696de9cb8.png
