policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,seed,image_path,carried_forward,baseline_prompt,clip_score,dinov2_score,novelty_to_incumbent,oracle_score,selected
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_64d9c27a4fbc,3,cand_70aa2e8d259a,0,incumbent,3144213129,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_02a797d6e1fd.png,True,False,0.848768,0.482277,0.0,0.848768,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_64d9c27a4fbc,3,cand_3aa283df2b62,1,exploit,2746895136,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_3aa283df2b62.png,False,False,0.830921,0.45087,0.048946,0.830921,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_64d9c27a4fbc,3,cand_1bda425b74ea,2,refine,1740148604,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_1bda425b74ea.png,False,False,0.784105,0.340347,0.081514,0.784105,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_64d9c27a4fbc,3,cand_c33bb96eb555,3,orthogonal,3274871701,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_c33bb96eb555.png,False,False,0.778427,0.223511,0.09837,0.778427,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_64d9c27a4fbc,3,cand_5762bfcc67b8,4,mirror,1744842142,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_5762bfcc67b8.png,False,False,0.774403,0.423425,0.110124,0.774403,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_4178133192c4,4,cand_ba7c787931be,0,incumbent,3144213129,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_02a797d6e1fd.png,True,False,0.848768,0.482277,0.0,0.848768,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_4178133192c4,4,cand_b5bfb77975c7,1,exploit,4138666143,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_b5bfb77975c7.png,False,False,0.779898,0.237945,0.141835,0.779898,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_4178133192c4,4,cand_60b814a9937d,2,refine,101238151,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_60b814a9937d.png,False,False,0.785261,0.376223,0.095617,0.785261,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_4178133192c4,4,cand_09750ba773f5,3,orthogonal,483818771,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_09750ba773f5.png,False,False,0.822496,0.309381,0.082995,0.822496,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_4178133192c4,4,cand_cbe67e89867a,4,mirror,145451338,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_cbe67e89867a.png,False,False,0.763455,0.398572,0.124962,0.763455,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_bd7ed7e0e6a8,5,cand_80fdbe7cb4d4,0,incumbent,3144213129,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_02a797d6e1fd.png,True,False,0.848768,0.482277,0.0,0.848768,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_bd7ed7e0e6a8,5,cand_d94883c14ba3,1,exploit,883890805,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_d94883c14ba3.png,False,False,0.822159,0.377396,0.069409,0.822159,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_bd7ed7e0e6a8,5,cand_8ce0d123e8dc,2,refine,2632547795,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_8ce0d123e8dc.png,False,False,0.800878,0.3784,0.102478,0.800878,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_bd7ed7e0e6a8,5,cand_d23258239e96,3,orthogonal,4035107036,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_d23258239e96.png,False,False,0.761658,0.202383,0.142309,0.761658,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_bd7ed7e0e6a8,5,cand_69176590cc06,4,mirror,977383456,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_69176590cc06.png,False,False,0.811043,0.298175,0.102817,0.811043,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_2ffefe2f54c2,6,cand_1c4e4260fb75,0,incumbent,3144213129,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_02a797d6e1fd.png,True,False,0.848768,0.482277,0.0,0.848768,True
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_2ffefe2f54c2,6,cand_a0ed546eba4f,1,exploit,2864066461,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_a0ed546eba4f.png,False,False,0.793511,0.268301,0.096688,0.793511,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_2ffefe2f54c2,6,cand_07a5c8f417c4,2,refine,2966151270,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_07a5c8f417c4.png,False,False,0.752543,0.206265,0.121854,0.752543,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_2ffefe2f54c2,6,cand_a0f6d5c9359d,3,orthogonal,2746067568,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_a0f6d5c9359d.png,False,False,0.814876,0.381792,0.057504,0.814876,False
baseline_clip,Baseline CLIP oracle,clip_only,mountain_lake,Mountain lake landscape,ses_0ee9a24658e2,rnd_2ffefe2f54c2,6,cand_41422ca15db1,4,mirror,468361145,paper\results\oracle_plateau_reformulation\runs\baseline_clip\mountain_lake\runtime\artifacts\cand_41422ca15db1.png,False,False,0.803475,0.318137,0.079548,0.803475,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_de52b4a84085,1,cand_45df7c7f346a,0,baseline_prompt,1172800698,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_45df7c7f346a.png,False,True,0.849275,0.215038,0.0,0.849275,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_de52b4a84085,1,cand_fce155a078b2,1,exploit,2139778986,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_fce155a078b2.png,False,False,0.829349,0.644039,0.0,0.829349,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_de52b4a84085,1,cand_4d414bc26bc2,2,refine,1731501568,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d414bc26bc2.png,False,False,0.810517,0.261335,0.0,0.810517,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_de52b4a84085,1,cand_4d421060b6ee,3,orthogonal,180752286,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d421060b6ee.png,False,False,0.876379,0.109321,0.0,0.876379,True
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_de52b4a84085,1,cand_cd718333687b,4,mirror,2210539766,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_cd718333687b.png,False,False,0.853528,0.267541,0.0,0.853528,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_3946f416ebf2,2,cand_4f09ea67af8a,0,incumbent,180752286,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d421060b6ee.png,True,False,0.876379,0.109321,0.0,0.876379,True
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_3946f416ebf2,2,cand_a3ca35e77331,1,exploit,2606967256,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_a3ca35e77331.png,False,False,0.813765,0.438891,0.105528,0.813765,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_3946f416ebf2,2,cand_f05e88b3f190,2,refine,2560167128,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_f05e88b3f190.png,False,False,0.8279,0.232261,0.069148,0.8279,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_3946f416ebf2,2,cand_2f08c930c910,3,orthogonal,2387663823,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_2f08c930c910.png,False,False,0.852365,0.234116,0.061966,0.852365,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_3946f416ebf2,2,cand_d1e4f996b91b,4,mirror,743306026,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_d1e4f996b91b.png,False,False,0.834497,0.061458,0.070633,0.834497,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_c52f6792e1c1,3,cand_0371e88c9d6b,0,incumbent,180752286,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d421060b6ee.png,True,False,0.876379,0.109321,0.0,0.876379,True
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_c52f6792e1c1,3,cand_8cc0da63eba3,1,exploit,674801809,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_8cc0da63eba3.png,False,False,0.858966,0.46341,0.061112,0.858966,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_c52f6792e1c1,3,cand_b78057daead4,2,refine,3600458535,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_b78057daead4.png,False,False,0.872869,0.09239,0.045289,0.872869,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_c52f6792e1c1,3,cand_1ead133f3a5f,3,orthogonal,3719309698,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_1ead133f3a5f.png,False,False,0.850368,0.498094,0.062253,0.850368,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_c52f6792e1c1,3,cand_1583dca4d800,4,mirror,3427628536,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_1583dca4d800.png,False,False,0.849295,0.512965,0.091229,0.849295,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_5cf22a71cfd1,4,cand_8ac8cf1a918d,0,incumbent,180752286,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d421060b6ee.png,True,False,0.876379,0.109321,0.0,0.876379,True
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_5cf22a71cfd1,4,cand_c3fb698cf7f4,1,exploit,104133067,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_c3fb698cf7f4.png,False,False,0.805126,-0.005948,0.100076,0.805126,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_5cf22a71cfd1,4,cand_4a5466709303,2,refine,625116055,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4a5466709303.png,False,False,0.831858,0.034689,0.070067,0.831858,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_5cf22a71cfd1,4,cand_ccf124501350,3,orthogonal,2181007746,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_ccf124501350.png,False,False,0.838208,0.060997,0.057864,0.838208,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_5cf22a71cfd1,4,cand_f7b8df5427ab,4,mirror,2174924158,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_f7b8df5427ab.png,False,False,0.830897,0.339546,0.093257,0.830897,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_d0ca8c26eb86,5,cand_4ee2aceb8605,0,incumbent,180752286,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_4d421060b6ee.png,True,False,0.876379,0.109321,0.0,0.876379,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_d0ca8c26eb86,5,cand_14e9faf6fa4c,1,exploit,3585052203,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_14e9faf6fa4c.png,False,False,0.779567,0.271998,0.111049,0.779567,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_d0ca8c26eb86,5,cand_66f07ee01f3a,2,refine,1524283363,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_66f07ee01f3a.png,False,False,0.831863,-0.007001,0.074965,0.831863,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_d0ca8c26eb86,5,cand_427781d6de61,3,orthogonal,3597751499,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_427781d6de61.png,False,False,0.831625,0.016552,0.051584,0.831625,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_d0ca8c26eb86,5,cand_1c35bec31b18,4,mirror,1802547518,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_1c35bec31b18.png,False,False,0.889732,0.266248,0.054053,0.889732,True
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_28ff181dae30,6,cand_e26cd8c71b37,0,incumbent,1802547518,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_1c35bec31b18.png,True,False,0.889732,0.266248,0.0,0.889732,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_28ff181dae30,6,cand_a79e793bd095,1,exploit,1504745617,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_a79e793bd095.png,False,False,0.850525,0.156417,0.062681,0.850525,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_28ff181dae30,6,cand_a26886ed4be3,2,refine,3229336626,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_a26886ed4be3.png,False,False,0.853595,0.204767,0.038666,0.853595,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_28ff181dae30,6,cand_e2e959570668,3,orthogonal,756872881,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_e2e959570668.png,False,False,0.85735,0.227038,0.046095,0.85735,False
baseline_clip,Baseline CLIP oracle,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_3947875bc22e,rnd_28ff181dae30,6,cand_58fefcd0b4fc,4,mirror,2285984210,paper\results\oracle_plateau_reformulation\runs\baseline_clip\cat_portrait_bw\runtime\artifacts\cand_58fefcd0b4fc.png,False,False,0.900653,0.15027,0.054696,0.900653,True
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_00390f1de054,1,cand_a48eecc760e2,0,baseline_prompt,1204315622,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_a48eecc760e2.png,False,True,0.870363,0.71415,0.0,0.870363,True
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_00390f1de054,1,cand_6a351d1bef70,1,exploit,4147682454,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_6a351d1bef70.png,False,False,0.81583,0.655075,0.0,0.81583,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_00390f1de054,1,cand_9a1e34e98644,2,refine,3256855886,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_9a1e34e98644.png,False,False,0.82656,0.57933,0.0,0.82656,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_00390f1de054,1,cand_b4342232a11d,3,orthogonal,847651781,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_b4342232a11d.png,False,False,0.86091,0.54983,0.0,0.86091,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_00390f1de054,1,cand_11335e062424,4,mirror,2615244244,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_11335e062424.png,False,False,0.858129,0.739667,0.0,0.858129,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_f537a21ec76b,2,cand_f01007834020,0,incumbent,1204315622,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_a48eecc760e2.png,True,True,0.870363,0.71415,0.0,0.870363,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_f537a21ec76b,2,cand_28889283ff98,1,exploit,4269472969,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_28889283ff98.png,False,False,0.796041,0.488041,0.173593,0.796041,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_f537a21ec76b,2,cand_bf86410817c4,2,refine,1477831655,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_bf86410817c4.png,False,False,0.894604,0.689315,0.085586,0.894604,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_f537a21ec76b,2,cand_e1968fe6efab,3,orthogonal,3070442800,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_e1968fe6efab.png,False,False,0.843423,0.624264,0.134866,0.843423,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_f537a21ec76b,2,cand_8b8c9202bfbd,4,mirror,3427124384,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_8b8c9202bfbd.png,False,False,0.910729,0.707388,0.118854,0.910729,True
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_1171ea4383f0,3,cand_4ac829c63424,0,incumbent,3427124384,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_8b8c9202bfbd.png,True,False,0.910729,0.707388,0.0,0.910729,True
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_1171ea4383f0,3,cand_f2e253d27867,1,exploit,3113198794,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_f2e253d27867.png,False,False,0.898661,0.614592,0.089431,0.898661,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_1171ea4383f0,3,cand_3c9648fdd6c6,2,refine,2076821515,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_3c9648fdd6c6.png,False,False,0.906924,0.597538,0.072702,0.906924,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_1171ea4383f0,3,cand_fd1478ac3dc2,3,orthogonal,1732613514,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_fd1478ac3dc2.png,False,False,0.8856,0.710518,0.070426,0.8856,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_1171ea4383f0,3,cand_b6f91b75b3a3,4,mirror,4016567258,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_b6f91b75b3a3.png,False,False,0.757426,0.601147,0.189411,0.757426,False
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_873710283eb0,4,cand_d18028f0d148,0,incumbent,3427124384,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_8b8c9202bfbd.png,True,False,0.910729,0.707388,0.0,0.910729,True
baseline_clip,Baseline CLIP oracle,clip_only,red_bicycle,Red bicycle street photo,ses_553f359ccf94,rnd_873710283eb0,4,cand_8fe704960ee6,1,exploit,2951827057,paper\results\oracle_plateau_reformulation\runs\baseline_clip\red_bicycle\runtime\artifacts\cand_8fe704960ee6.png,False,False,0.819023,0.459376,0.159152,0.819023,False
