slice_name,condition_id,condition_label,target_id,target_label,prompt_text,repeat_index,winner_candidate_id,winner_selected,round_index,candidate_id,candidate_index,sampler_role,image_path,clip_score,siglip_score,dinov2_score,lpips_score,oracle_score
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_48802b5a1988,False,3,cand_f5d77de737f3,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_f5d77de737f3.png,0.725002,0.65362,-0.004389,0.602202,0.36960739446089874
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_48802b5a1988,False,3,cand_532d7d031721,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_532d7d031721.png,0.641305,0.655244,0.029205,0.671206,0.05988298874970396
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_d3548cd83bd6,True,4,cand_d3548cd83bd6,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_10a4942cb2eb.png,0.752028,0.709872,0.126912,0.622222,0.8624933435592511
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_d3548cd83bd6,False,4,cand_e9b877d062bd,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_e9b877d062bd.png,0.761911,0.675658,-0.01868,0.684826,0.43645759956427244
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_d3548cd83bd6,False,4,cand_9dc26303057f,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_9dc26303057f.png,0.716384,0.718377,0.03369,0.655625,0.44190674259106544
caption_source_slice,human_caption,Human caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,The dogs are in the snow in front of a fence .,1,cand_d3548cd83bd6,False,4,cand_fa539fcae910,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_fa539fcae910.png,0.766582,0.647562,0.010904,0.640033,0.49796420742806347
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_67cbde082810,False,1,cand_bcf90e6d2f5b,0,baseline_prompt,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_bcf90e6d2f5b.png,0.714005,0.671604,0.055635,0.731992,0.0716978143807412
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_67cbde082810,True,1,cand_67cbde082810,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_67cbde082810.png,0.771466,0.705239,0.215526,0.597969,0.8826647056249612
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_67cbde082810,False,1,cand_17e558681997,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_17e558681997.png,0.726661,0.669436,0.133987,0.662827,0.279699297722026
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_67cbde082810,False,1,cand_8402a0c370b3,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_8402a0c370b3.png,0.795758,0.661041,0.126519,0.58489,0.5886654033060021
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_f9d8d00bebb8,True,2,cand_f9d8d00bebb8,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_67cbde082810.png,0.771466,0.705239,0.215526,0.597969,0.8642694297863619
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_f9d8d00bebb8,False,2,cand_8ca4211b4dc5,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_8ca4211b4dc5.png,0.816883,0.675699,0.029233,0.625073,0.7294734558266656
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_f9d8d00bebb8,False,2,cand_02a7b8207c2f,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_02a7b8207c2f.png,0.780849,0.611465,-0.046126,0.684525,0.2610549791789289
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_f9d8d00bebb8,False,2,cand_5b6308ff8366,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_5b6308ff8366.png,0.699769,0.649328,-0.073184,0.655837,0.17084638150185202
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_e0b4c0523126,True,3,cand_e0b4c0523126,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_67cbde082810.png,0.771466,0.705239,0.215526,0.597969,0.7664273173810977
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_e0b4c0523126,False,3,cand_b66a30142067,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_b66a30142067.png,0.805296,0.627225,0.00441,0.651771,0.3589453630230362
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_e0b4c0523126,False,3,cand_b444db3c26bf,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_b444db3c26bf.png,0.757307,0.696481,0.075628,0.655183,0.3524587955522361
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_e0b4c0523126,False,3,cand_9fa915e437c4,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_9fa915e437c4.png,0.754603,0.644915,0.071828,0.624166,0.21321284046816985
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_29f63aaefb5d,False,4,cand_4ce7b1f68ce6,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_67cbde082810.png,0.771466,0.705239,0.215526,0.597969,0.627399371248718
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_29f63aaefb5d,False,4,cand_766d1b8fee14,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_766d1b8fee14.png,0.742791,0.664395,0.07708,0.67222,0.08390807971120828
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_29f63aaefb5d,True,4,cand_29f63aaefb5d,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_29f63aaefb5d.png,0.845826,0.726263,-0.022985,0.587805,0.7999999999999999
caption_source_slice,blip_standard_caption,BLIP caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_29f63aaefb5d,False,4,cand_29549678ff97,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_standard_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_29549678ff97.png,0.807355,0.684444,0.03624,0.621807,0.4557789017107933
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_92e99c3c7d21,True,1,cand_92e99c3c7d21,0,baseline_prompt,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_92e99c3c7d21.png,0.813467,0.701371,0.080102,0.580017,0.7980402205107026
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_92e99c3c7d21,False,1,cand_4196985582b3,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_4196985582b3.png,0.825164,0.725175,-0.015907,0.623784,0.7176042019654354
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_92e99c3c7d21,False,1,cand_73e905df8c3c,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_73e905df8c3c.png,0.779838,0.681646,0.048567,0.659694,0.2899702066843305
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_92e99c3c7d21,False,1,cand_dd046678d7f6,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_dd046678d7f6.png,0.769568,0.657896,0.092077,0.633459,0.24939003727549985
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_b140fbb08de0,True,2,cand_b140fbb08de0,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_92e99c3c7d21.png,0.813467,0.701371,0.080102,0.580017,0.8097874425382307
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_b140fbb08de0,False,2,cand_fa88576dac46,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_fa88576dac46.png,0.75809,0.712187,0.049295,0.613818,0.47169830534855606
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_b140fbb08de0,False,2,cand_ae92e44503b3,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_ae92e44503b3.png,0.738566,0.668584,0.053991,0.598659,0.12448590308330269
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_b140fbb08de0,False,2,cand_e3116d397383,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_e3116d397383.png,0.764771,0.699332,0.122467,0.652933,0.5340058870140296
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_8250064cc5c1,True,3,cand_8250064cc5c1,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_92e99c3c7d21.png,0.813467,0.701371,0.080102,0.580017,0.746001324308417
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_8250064cc5c1,False,3,cand_ad4d12e6a813,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_ad4d12e6a813.png,0.721507,0.682808,0.117615,0.616396,0.27924759484479933
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_8250064cc5c1,False,3,cand_709d3f62e31a,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_709d3f62e31a.png,0.755999,0.689721,0.115949,0.653114,0.4216988962232474
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_8250064cc5c1,False,3,cand_460c14045bca,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_460c14045bca.png,0.830243,0.698421,0.082307,0.657143,0.6140804411241404
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_ebd0b45d168d,True,4,cand_ebd0b45d168d,0,incumbent,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_92e99c3c7d21.png,0.813467,0.701371,0.080102,0.580017,0.7049484707256048
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_ebd0b45d168d,False,4,cand_d90e1afdf5bf,1,exploit,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_d90e1afdf5bf.png,0.757687,0.680642,0.125005,0.606659,0.3682039314628543
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_ebd0b45d168d,False,4,cand_60f62f0b67a7,2,refine,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_60f62f0b67a7.png,0.820047,0.743113,-0.006936,0.620257,0.6786392150554931
caption_source_slice,blip_detailed_caption,BLIP selected detailed caption,flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence,The dogs are in the snow in front of a fence .,there are two dogs playing in the snow with a frisbee in their mouth,1,cand_ebd0b45d168d,False,4,cand_f3bd5a6ad301,3,orthogonal,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\blip_detailed_caption\flickr8k_01_the_dogs_are_in_the_snow_in_front_of_a_fence\repeat_1\runtime\artifacts\cand_f3bd5a6ad301.png,0.733245,0.68322,0.018511,0.629753,0.05095344609002987
caption_source_slice,human_caption,Human caption,flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .","A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",1,cand_2618bf4d6ae7,False,1,cand_3319365fa314,0,baseline_prompt,E:\Projects\StableSteering\paper\results\oracle_caption_metric_extension\runs\caption_source_slice\human_caption\flickr8k_02_a_girl_wearing_a_brown_cap_red_sneakers_and_a_da\repeat_1\runtime\artifacts\cand_3319365fa314.png,0.560959,0.537647,0.232983,0.769059,0.15
