slice_id,policy_id,policy_label,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,score,image_path
sampler_slice,random_local,Random local,mountain_lake,Mountain lake landscape,ses_1321ee779799,rnd_f1c04289ab13,5,cand_7ae3eac5ccde,2,explore,0.78986,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\mountain_lake\runtime\artifacts\cand_7ae3eac5ccde.png
sampler_slice,random_local,Random local,mountain_lake,Mountain lake landscape,ses_1321ee779799,rnd_f1c04289ab13,5,cand_121514c6e16e,3,explore,0.85089,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\random_local\mountain_lake\runtime\artifacts\cand_121514c6e16e.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_ada22dcd157d,1,cand_3561558405e2,0,baseline_prompt,0.818948,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_3561558405e2.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_ada22dcd157d,1,cand_e609e868feec,1,exploit,0.793093,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_e609e868feec.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_ada22dcd157d,1,cand_24e5b57be061,2,refine,0.806486,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_24e5b57be061.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_ada22dcd157d,1,cand_af4c15fec7dc,3,orthogonal,0.827305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_af4c15fec7dc.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_cb02430803fa,2,cand_b0f94ec6bbe4,0,incumbent,0.827305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_af4c15fec7dc.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_cb02430803fa,2,cand_a0e9f511e433,1,exploit,0.807792,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_a0e9f511e433.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_cb02430803fa,2,cand_bb3fdbf7f3eb,2,refine,0.752969,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_bb3fdbf7f3eb.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_cb02430803fa,2,cand_58bcb1b5d420,3,orthogonal,0.741396,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_58bcb1b5d420.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_26d9f7ff6277,3,cand_94248fd95917,0,incumbent,0.827305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_af4c15fec7dc.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_26d9f7ff6277,3,cand_88e1b418f642,1,exploit,0.827944,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_88e1b418f642.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_26d9f7ff6277,3,cand_4206b6baf28b,2,refine,0.796438,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_4206b6baf28b.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_26d9f7ff6277,3,cand_88deaf0f7e89,3,orthogonal,0.773305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_88deaf0f7e89.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_05881707a6e9,4,cand_b2e756b0f98b,0,incumbent,0.827944,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_88e1b418f642.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_05881707a6e9,4,cand_a5c4f5f2efd8,1,exploit,0.795443,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_a5c4f5f2efd8.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_05881707a6e9,4,cand_5f1c2ef8ab5b,2,refine,0.828909,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_5f1c2ef8ab5b.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_05881707a6e9,4,cand_52323f5bc377,3,orthogonal,0.825189,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_52323f5bc377.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_1a20c4ee15a4,5,cand_8f079d888151,0,incumbent,0.828909,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_5f1c2ef8ab5b.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_1a20c4ee15a4,5,cand_cb709663aa57,1,exploit,0.797116,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_cb709663aa57.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_1a20c4ee15a4,5,cand_5bdb9b2ef129,2,refine,0.795593,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_5bdb9b2ef129.png
sampler_slice,exploit_orthogonal,Exploit orthogonal,mountain_lake,Mountain lake landscape,ses_86e4e3a00165,rnd_1a20c4ee15a4,5,cand_7d3977a63520,3,orthogonal,0.81337,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\exploit_orthogonal\mountain_lake\runtime\artifacts\cand_7d3977a63520.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_62c1d190b810,1,cand_5e341879baa7,0,baseline_prompt,0.807141,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_5e341879baa7.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_62c1d190b810,1,cand_e72fcc6c8358,1,shell_probe,0.767084,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e72fcc6c8358.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_62c1d190b810,1,cand_82c2618c37ba,2,shell_counterprobe,0.804847,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_82c2618c37ba.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_62c1d190b810,1,cand_3e593a4165a8,3,shell_probe,0.83363,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_3e593a4165a8.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_5e547dcd6d6a,2,cand_db3e8585b2c3,0,incumbent,0.83363,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_3e593a4165a8.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_5e547dcd6d6a,2,cand_d87c13b3f8e7,1,shell_probe,0.813224,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_d87c13b3f8e7.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_5e547dcd6d6a,2,cand_e02fdb509809,2,shell_counterprobe,0.849668,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e02fdb509809.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_5e547dcd6d6a,2,cand_a899addd11e3,3,shell_probe,0.769526,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_a899addd11e3.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_40e359d9859b,3,cand_d24c60dc4d7e,0,incumbent,0.849668,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e02fdb509809.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_40e359d9859b,3,cand_846c3fab499a,1,shell_probe,0.78581,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_846c3fab499a.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_40e359d9859b,3,cand_4623433dc4bd,2,shell_counterprobe,0.807711,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_4623433dc4bd.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_40e359d9859b,3,cand_38a83a94fdc0,3,shell_probe,0.821026,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_38a83a94fdc0.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_36f9ab758b25,4,cand_9239d9e5cb9b,0,incumbent,0.849668,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e02fdb509809.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_36f9ab758b25,4,cand_3c3083247eb0,1,shell_probe,0.758429,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_3c3083247eb0.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_36f9ab758b25,4,cand_317121d2330c,2,shell_counterprobe,0.795015,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_317121d2330c.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_36f9ab758b25,4,cand_2a5f7e357b31,3,shell_probe,0.781388,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_2a5f7e357b31.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_c7430e5afbf8,5,cand_a68fb783fa48,0,incumbent,0.849668,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_e02fdb509809.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_c7430e5afbf8,5,cand_c8fa3b47fe53,1,shell_probe,0.78128,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_c8fa3b47fe53.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_c7430e5afbf8,5,cand_663cf8379e1a,2,shell_counterprobe,0.822701,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_663cf8379e1a.png
sampler_slice,diversity_shell,Diversity shell,mountain_lake,Mountain lake landscape,ses_b30a885d1170,rnd_c7430e5afbf8,5,cand_304424cee6ed,3,shell_probe,0.699332,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\diversity_shell\mountain_lake\runtime\artifacts\cand_304424cee6ed.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_76c57cc0d057,1,cand_af15281131f8,0,baseline_prompt,0.793645,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_af15281131f8.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_76c57cc0d057,1,cand_e6c68d9d6192,1,forward_probe,0.771479,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_e6c68d9d6192.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_76c57cc0d057,1,cand_d38322f65fc1,2,far_forward,0.846916,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d38322f65fc1.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_76c57cc0d057,1,cand_d68ac9be9b58,3,backtrack,0.786169,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d68ac9be9b58.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_14c6c1576195,2,cand_ac80b05aa7bd,0,incumbent,0.846916,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d38322f65fc1.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_14c6c1576195,2,cand_1234a9470c0f,1,forward_probe,0.774913,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_1234a9470c0f.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_14c6c1576195,2,cand_d26f3ca840d6,2,far_forward,0.819937,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d26f3ca840d6.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_14c6c1576195,2,cand_99013636d099,3,backtrack,0.842964,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_99013636d099.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_3e2772e91de4,3,cand_51916e205823,0,incumbent,0.846916,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d38322f65fc1.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_3e2772e91de4,3,cand_23dc7d9c8fc4,1,forward_probe,0.833995,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_23dc7d9c8fc4.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_3e2772e91de4,3,cand_28616ad0a87b,2,far_forward,0.793376,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_28616ad0a87b.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_3e2772e91de4,3,cand_215594689e10,3,backtrack,0.826455,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_215594689e10.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_489a8a958c87,4,cand_39bbc53b8a43,0,incumbent,0.846916,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_d38322f65fc1.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_489a8a958c87,4,cand_de88999320d0,1,forward_probe,0.85486,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_de88999320d0.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_489a8a958c87,4,cand_04eaeed678c6,2,far_forward,0.857305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_04eaeed678c6.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_489a8a958c87,4,cand_9ecd62c342f5,3,backtrack,0.759931,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_9ecd62c342f5.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_b202ed71c9c1,5,cand_f2f8eda3e015,0,incumbent,0.857305,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_04eaeed678c6.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_b202ed71c9c1,5,cand_b2f870fd20a1,1,forward_probe,0.7904,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_b2f870fd20a1.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_b202ed71c9c1,5,cand_a3cf85ce5498,2,far_forward,0.80136,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_a3cf85ce5498.png
sampler_slice,line_search,Line search,mountain_lake,Mountain lake landscape,ses_c52e4823ec61,rnd_b202ed71c9c1,5,cand_788fcc069558,3,backtrack,0.82138,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\sampler_slice\line_search\mountain_lake\runtime\artifacts\cand_788fcc069558.png
feedback_slice,winner_average_winner_only,Winner average + winner only,mountain_lake,Mountain lake landscape,ses_66a206a49357,rnd_629a19116c24,1,cand_fd1e21721ac2,0,baseline_prompt,0.752595,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_fd1e21721ac2.png
feedback_slice,winner_average_winner_only,Winner average + winner only,mountain_lake,Mountain lake landscape,ses_66a206a49357,rnd_629a19116c24,1,cand_61ec83f22eb6,1,exploit,0.821648,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_61ec83f22eb6.png
feedback_slice,winner_average_winner_only,Winner average + winner only,mountain_lake,Mountain lake landscape,ses_66a206a49357,rnd_629a19116c24,1,cand_111ca9446aad,2,refine,0.858373,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_111ca9446aad.png
feedback_slice,winner_average_winner_only,Winner average + winner only,mountain_lake,Mountain lake landscape,ses_66a206a49357,rnd_629a19116c24,1,cand_40ab720a333f,3,orthogonal,0.803085,E:\Projects\StableSteering\paper\results\sampler_feedback_comparison\runs\feedback_slice\winner_average_winner_only\mountain_lake\runtime\artifacts\cand_40ab720a333f.png
